cdc_campus	denominator	BothAlllevelstoDidNotMeet_1	BothAlllevelstoApproaches1	BothAlllevelstoMeets_1	BothAlllevelstoMasters_NA	year_growth_num	year_growth_rate
057912113	497	51	95	87	143	376	0.756539235412475
057912114	426	48	102	82	110	342	0.802816901408451
057912116	556	53	114	110	167	444	0.798561151079137
057912118	429	45	89	55	130	319	0.743589743589744
057912119	411	40	76	64	101	281	0.683698296836983
057912120	454	31	112	42	121	306	0.674008810572687
057912121	479	58	106	74	109	347	0.724425887265136
057912122	458	44	116	91	122	373	0.814410480349345
057912123	474	73	110	75	84	342	0.721518987341772
057912124	491	41	86	49	150	326	0.663951120162933
057913001	914	62	77	328	137	604	0.660831509846827
057913041	1865	157	374	382	367	1280	0.686327077747989
057913042	924	46	110	83	157	396	0.428571428571429
057913101	387	44	105	50	95	294	0.75968992248062
057913102	402	45	75	73	94	287	0.713930348258706
057913103	421	19	80	85	124	308	0.731591448931116
057913106	242	17	70	44	42	173	0.714876033057851
057913107	236	26	61	38	46	171	0.724576271186441
057913109	158	10	29	33	39	111	0.70253164556962
057914001	880	77	77	272	104	530	0.602272727272727
057914002	868	80	74	240	137	531	0.611751152073733
057914003	749	74	48	205	131	458	0.611481975967957
057914004	539	40	50	156	74	320	0.593692022263451
057914005	952	63	67	297	163	590	0.619747899159664
057914041	2246	211	366	329	376	1282	0.570792520035619
057914042	1655	123	280	253	239	895	0.540785498489426
057914043	1358	98	230	295	304	927	0.682621502209131
057914044	1586	122	258	248	193	821	0.51765447667087
057914045	1645	175	276	260	192	903	0.548936170212766
057914046	2465	166	421	412	495	1494	0.606085192697769
057914047	2045	135	362	380	411	1288	0.629828850855746
057914048	2563	235	439	376	363	1413	0.551307062036676
057914049	2174	203	331	256	288	1078	0.495860165593376
057914101	422	42	107	51	81	281	0.665876777251185
057914102	339	28	63	53	96	240	0.707964601769911
057914103	320	26	60	58	86	230	0.71875
057914104	522	54	104	62	120	340	0.651340996168582
057914105	380	56	65	35	76	232	0.610526315789474
057914106	472	67	91	50	90	298	0.63135593220339
057914107	169	11	23	34	68	136	0.804733727810651
057914108	372	36	60	53	79	228	0.612903225806452
057914109	241	46	59	28	49	182	0.755186721991701
057914110	453	54	85	67	100	306	0.675496688741722
057914111	460	37	89	72	145	343	0.745652173913044
057914112	477	67	116	61	81	325	0.681341719077568
057914113	385	46	77	61	72	256	0.664935064935065
057914114	342	32	61	52	71	216	0.631578947368421
057914115	214	9	43	37	55	144	0.672897196261682
057914116	351	57	71	54	56	238	0.678062678062678
057914117	238	11	40	52	74	177	0.743697478991597
057914118	298	21	51	51	69	192	0.644295302013423
057914119	250	26	49	36	65	176	0.704
057914120	223	29	53	29	44	155	0.695067264573991
057914121	350	28	93	54	74	249	0.711428571428571
057914122	149	3	22	34	66	125	0.838926174496644
057914123	315	36	84	48	63	231	0.733333333333333
057914124	333	31	65	54	65	215	0.645645645645646
057914125	252	28	32	34	68	162	0.642857142857143
057914126	246	30	59	45	57	191	0.776422764227642
057914127	362	53	65	58	65	241	0.665745856353591
057914128	282	20	56	51	70	197	0.698581560283688
057914129	268	26	63	47	53	189	0.705223880597015
057914130	424	22	76	86	124	308	0.726415094339623
057914131	442	32	96	75	95	298	0.67420814479638
057914132	490	47	86	81	109	323	0.659183673469388
057914133	517	18	91	95	121	325	0.62862669245648
057916002	975	84	57	322	169	632	0.648205128205128
057916003	1008	46	43	332	228	649	0.643849206349206
057916004	823	37	43	251	170	501	0.608748481166464
057916005	1049	61	56	336	145	598	0.570066730219256
057916042	1413	113	210	232	482	1037	0.733899504600142
057916044	1383	66	186	177	452	881	0.637020968908171
057916045	1276	77	157	176	500	910	0.713166144200627
057916047	1365	131	280	198	358	967	0.708424908424908
057916048	1230	57	148	171	432	808	0.656910569105691
057916049	1115	80	218	179	269	746	0.669058295964126
057916050	1169	57	149	175	359	740	0.633019674935843
057916051	1202	57	145	178	547	927	0.771214642262895
057916101	470	7	33	55	216	311	0.661702127659574
057916102	229	1	13	25	135	174	0.759825327510917
057916103	418	34	62	41	63	200	0.478468899521531
057916104	350	22	44	62	62	190	0.542857142857143
057916105	518	30	81	69	151	331	0.638996138996139
057916106	348	15	49	49	87	200	0.574712643678161
057916107	492	25	57	64	169	315	0.640243902439024
057916108	378	5	22	49	202	278	0.735449735449735
057916109	342	15	41	50	68	174	0.508771929824561
057916110	375	24	40	39	83	186	0.496
057916111	320	29	42	33	79	183	0.571875
057916112	356	18	35	39	130	222	0.623595505617978
057916113	314	24	47	43	58	172	0.547770700636943
057916114	495	36	83	74	89	282	0.56969696969697
057916115	391	34	57	66	89	246	0.629156010230179
057916116	634	39	73	61	161	334	0.526813880126183
057916117	713	23	37	49	381	490	0.687237026647966
057916118	264	1	5	23	149	178	0.674242424242424
057916120	479	47	66	56	106	275	0.574112734864301
057916121	417	33	68	55	98	254	0.609112709832134
057916122	494	7	32	43	245	327	0.661943319838057
057916123	282	1	5	29	187	222	0.787234042553192
057916124	292	13	30	35	102	180	0.616438356164384
057916125	364	20	46	38	161	265	0.728021978021978
057916126	421	29	65	44	89	227	0.539192399049881
057916127	301	9	33	36	86	164	0.54485049833887
057916128	584	4	15	49	350	418	0.715753424657534
057916129	178	10	21	18	49	98	0.550561797752809
057916130	480	38	74	56	109	277	0.577083333333333
057916131	338	18	39	41	125	223	0.659763313609467
057916132	370	11	16	22	190	239	0.645945945945946
057916133	258	7	23	38	97	165	0.63953488372093
057916134	432	24	56	55	157	292	0.675925925925926
057916135	386	36	73	45	73	227	0.588082901554404
057916137	714	84	165	97	119	465	0.651260504201681
057916142	470	3	28	62	243	336	0.714893617021277
057916143	443	50	121	73	87	331	0.747178329571106
057916144	362	44	66	45	46	201	0.55524861878453
057916145	626	108	119	66	79	372	0.594249201277955
057916146	307	36	69	50	54	209	0.680781758957655
057919001	241	5	6	83	55	149	0.618257261410788
057919041	1156	12	91	181	522	806	0.697231833910035
057919101	275	8	18	36	120	182	0.661818181818182
057922001	978	21	24	261	316	622	0.6359918200409
057922003	134	0	1	43	26	70	0.522388059701492
057922042	1710	11	76	195	1132	1414	0.826900584795322
057922043	2335	27	122	258	1458	1865	0.798715203426124
057922044	1804	25	86	235	1035	1381	0.765521064301552
057922101	268	1	17	33	157	208	0.776119402985075
057922103	312	15	21	42	151	229	0.733974358974359
057922105	354	8	30	44	212	294	0.830508474576271
057922106	280	16	23	31	118	188	0.671428571428571
057922107	382	4	33	44	238	319	0.835078534031414
057922108	372	5	32	54	222	313	0.841397849462366
057922109	346	11	46	54	154	265	0.765895953757225
057922110	406	8	18	41	273	340	0.83743842364532
057922111	327	10	29	39	203	281	0.859327217125382
057922112	528	7	35	48	373	463	0.876893939393939
058902001	77	11	19	6	4	40	0.519480519480519
058905001	203	1	13	24	131	169	0.832512315270936
058906001	217	9	14	73	46	142	0.654377880184332
058906004	13	0	2	1	1	4	0.307692307692308
058906041	847	91	141	87	84	403	0.475796930342385
058906103	484	63	92	54	80	289	0.597107438016529
058909001	194	11	15	37	67	130	0.670103092783505
059901001	391	40	36	92	63	231	0.59079283887468
059901004	6	1	0	2	0	3	0.5
059901042	1103	75	126	127	191	519	0.470534904805077
059901043	550	53	91	39	81	264	0.48
059901101	248	10	43	36	64	153	0.616935483870968
059901102	294	21	64	30	39	154	0.523809523809524
059901103	222	25	56	28	19	128	0.576576576576577
059901104	336	21	65	56	78	220	0.654761904761905
059902101	100	2	14	25	15	56	0.56
060902001	118	1	9	35	26	71	0.601694915254237
060902041	312	22	41	47	78	188	0.602564102564103
060902101	220	26	28	29	50	133	0.604545454545455
060914001	69	11	8	7	8	34	0.492753623188406
060914102	42	5	7	7	8	27	0.642857142857143
061802003	143	13	30	24	15	82	0.573426573426573
061802004	93	11	17	15	7	50	0.537634408602151
061802005	106	13	22	14	9	58	0.547169811320755
061804002	943	15	98	184	336	633	0.671261930010604
061805001	491	22	47	79	190	338	0.688391038696538
061901002	925	49	42	234	234	559	0.604324324324324
061901003	880	39	42	217	179	477	0.542045454545455
061901007	1113	37	35	302	370	744	0.668463611859838
061901008	867	36	49	265	160	510	0.588235294117647
061901039	4	0	0	1	3	4	1
061901040	9	1	1	1	0	3	0.333333333333333
061901041	1840	45	198	309	613	1165	0.633152173913043
061901044	1691	110	287	231	351	979	0.578947368421053
061901045	1309	77	209	192	282	760	0.580595874713522
061901046	1393	68	217	222	352	859	0.616654702081838
061901047	1742	78	294	294	381	1047	0.601033295063146
061901048	1668	15	120	322	710	1167	0.699640287769784
061901049	1559	90	223	247	298	858	0.55035279025016
061901050	1466	83	218	216	275	792	0.540245566166439
061901102	352	21	53	66	135	275	0.78125
061901104	316	26	63	40	89	218	0.689873417721519
061901105	330	22	61	39	75	197	0.596969696969697
061901106	340	12	31	43	153	239	0.702941176470588
061901107	348	13	53	53	106	225	0.646551724137931
061901108	366	32	74	75	90	271	0.740437158469945
061901109	391	10	57	70	122	259	0.662404092071611
061901110	356	30	70	48	94	242	0.679775280898876
061901111	227	12	51	37	48	148	0.651982378854626
061901112	352	39	59	52	127	277	0.786931818181818
061901113	364	15	63	74	162	314	0.862637362637363
061901115	260	2	26	38	122	188	0.723076923076923
061901116	443	25	65	67	160	317	0.715575620767494
061901117	267	15	30	45	97	187	0.700374531835206
061901118	515	6	62	96	252	416	0.807766990291262
061901119	488	20	76	80	171	347	0.711065573770492
061901120	459	25	85	58	130	298	0.649237472766884
061901121	392	13	71	77	150	311	0.793367346938776
061901122	353	15	51	66	160	292	0.827195467422096
061901123	219	13	42	31	82	168	0.767123287671233
061901125	370	25	62	49	107	243	0.656756756756757
061901126	246	8	24	40	96	168	0.682926829268293
061901127	483	51	84	51	122	308	0.63768115942029
061902001	1348	133	141	368	213	855	0.634272997032641
061902002	557	17	30	168	138	353	0.633752244165171
061902004	566	38	43	173	124	378	0.667844522968198
061902005	70	15	15	13	0	43	0.614285714285714
061902008	737	47	45	205	123	420	0.569877883310719
061902010	591	32	30	183	181	426	0.720812182741117
061902042	1157	89	220	167	215	691	0.59723422644771
061902044	1468	63	220	252	323	858	0.584468664850136
061902045	1320	15	106	226	582	929	0.703787878787879
061902046	1275	106	225	192	208	731	0.573333333333333
061902047	1506	35	158	263	532	988	0.656042496679947
061902048	1709	28	126	245	723	1122	0.656524283206554
061902049	1543	37	152	259	546	994	0.644199611147116
061902050	1766	192	374	270	239	1075	0.608720271800679
061902052	1545	93	299	252	197	841	0.544336569579288
061902053	1623	11	74	204	937	1226	0.755391250770179
061902054	1293	64	154	171	446	835	0.645784996133024
061902055	933	7	46	138	475	666	0.713826366559486
061902056	1404	128	250	219	170	767	0.546296296296296
061902058	1285	14	60	162	675	911	0.708949416342412
061902059	1832	50	170	247	823	1290	0.70414847161572
061902101	472	59	125	58	52	294	0.622881355932203
061902102	165	22	34	22	29	107	0.648484848484848
061902104	422	69	90	62	68	289	0.684834123222749
061902105	308	40	75	44	40	199	0.646103896103896
061902106	307	37	55	47	66	205	0.667752442996743
061902107	266	36	43	41	64	184	0.691729323308271
061902108	268	12	39	36	107	194	0.723880597014925
061902109	388	20	66	48	128	262	0.675257731958763
061902110	215	5	29	30	94	158	0.734883720930233
061902111	166	16	33	27	27	103	0.620481927710843
061902112	303	4	28	52	119	203	0.66996699669967
061902113	302	15	34	27	108	184	0.609271523178808
061902114	354	8	27	59	134	228	0.644067796610169
061902115	196	10	27	29	50	116	0.591836734693878
061902116	327	21	54	52	98	225	0.688073394495413
061902117	337	3	24	40	157	224	0.664688427299703
061902118	366	16	50	54	150	270	0.737704918032787
061902119	310	23	48	50	122	243	0.783870967741935
061902120	263	7	23	45	133	208	0.790874524714829
061902121	240	6	22	41	97	166	0.691666666666667
061902122	396	5	43	57	157	262	0.661616161616162
061902123	390	13	40	62	194	309	0.792307692307692
061902124	300	23	48	47	102	220	0.733333333333333
061902125	221	16	57	36	48	157	0.710407239819005
061902126	475	24	57	69	211	361	0.76
061902127	287	16	46	50	79	191	0.665505226480836
061902128	304	3	32	48	155	238	0.782894736842105
061902129	280	2	21	45	144	212	0.757142857142857
061902130	593	0	28	53	340	421	0.709949409780776
061902131	379	29	66	52	94	241	0.635883905013193
061902132	356	16	25	55	165	261	0.73314606741573
061902133	318	2	15	46	208	271	0.852201257861635
061902134	334	5	24	47	162	238	0.712574850299401
061902135	376	6	23	52	221	302	0.803191489361702
061902136	472	3	18	46	328	395	0.836864406779661
061902138	321	23	43	50	100	216	0.672897196261682
061902139	342	46	62	38	42	188	0.549707602339181
061902140	379	28	47	49	132	256	0.675461741424802
061902142	544	34	78	72	205	389	0.715073529411765
061902143	403	58	82	34	44	218	0.540942928039702
061903001	180	7	15	57	30	109	0.605555555555556
061903041	407	35	91	78	77	281	0.69041769041769
061903102	565	40	91	78	101	310	0.548672566371681
061905001	277	14	19	83	36	152	0.548736462093863
061905041	926	49	128	151	200	528	0.570194384449244
061905102	603	35	96	97	176	404	0.669983416252073
061906001	196	9	3	48	42	102	0.520408163265306
061906041	690	37	116	127	174	454	0.657971014492754
061906101	466	38	70	69	140	317	0.680257510729614
061907001	276	10	18	94	62	184	0.666666666666667
061907041	1419	44	184	231	419	878	0.618745595489782
061907101	166	4	13	31	64	112	0.674698795180723
061907102	182	9	25	25	38	97	0.532967032967033
061908001	337	20	19	98	60	197	0.584569732937685
061908041	740	42	92	119	164	417	0.563513513513514
061908101	488	60	94	80	109	343	0.702868852459016
061908104	300	15	48	50	116	229	0.763333333333333
061908105	351	7	61	58	91	217	0.618233618233618
061910001	349	4	6	112	111	233	0.667621776504298
061910041	1377	24	123	237	506	890	0.646332607116921
061910042	751	18	70	100	315	503	0.669773635153129
061911001	706	27	41	238	144	450	0.637393767705382
061911007	881	23	38	305	221	587	0.666288308740068
061911010	63	2	1	18	25	46	0.73015873015873
061911011	881	35	37	328	214	614	0.696935300794552
061911042	2055	33	161	293	917	1404	0.683211678832117
061911043	1794	79	239	359	509	1186	0.661092530657748
061911044	856	60	140	154	207	561	0.655373831775701
061911045	1773	39	187	306	667	1199	0.676254935138184
061911046	1711	49	220	329	615	1213	0.708942139099942
061911047	2143	66	225	327	616	1234	0.575828278114792
061911101	297	11	33	39	143	226	0.760942760942761
061911102	402	23	56	50	162	291	0.723880597014925
061911106	343	1	24	48	214	287	0.836734693877551
061911107	440	10	54	66	207	337	0.765909090909091
061911108	319	37	56	36	84	213	0.667711598746082
061911109	582	10	33	79	347	469	0.805841924398625
061911110	265	18	41	38	95	192	0.724528301886792
061911111	283	19	66	38	63	186	0.657243816254417
061911112	373	31	81	39	96	247	0.662198391420912
061911113	408	20	63	77	131	291	0.713235294117647
061911114	484	12	33	70	250	365	0.754132231404959
061911115	418	25	69	62	117	273	0.65311004784689
061911116	382	14	52	46	150	262	0.68586387434555
061911117	460	45	69	66	142	322	0.7
061911118	310	20	61	37	108	226	0.729032258064516
061911119	493	19	43	61	193	316	0.640973630831643
061911120	395	7	26	45	189	267	0.675949367088608
061911121	264	13	25	28	88	154	0.583333333333333
061912001	492	25	30	153	85	293	0.595528455284553
061912041	1722	73	261	292	421	1047	0.60801393728223
061912101	432	15	66	60	104	245	0.56712962962963
061912103	368	37	44	57	85	223	0.605978260869565
061912105	337	18	51	53	101	223	0.661721068249258
061914001	861	31	49	269	92	441	0.51219512195122
061914041	2700	168	544	485	527	1724	0.638518518518518
061914042	878	17	103	146	375	641	0.730068337129841
061914103	411	38	63	55	115	271	0.659367396593674
061914104	399	45	75	54	108	282	0.706766917293233
061914105	344	22	77	48	94	241	0.700581395348837
061914107	372	25	61	52	102	240	0.645161290322581
061914108	483	29	85	66	101	281	0.581780538302277
062901001	261	12	17	81	28	138	0.528735632183908
062901041	843	49	158	136	155	498	0.590747330960854
062901042	511	37	114	65	91	307	0.600782778864971
062902001	125	12	17	23	18	70	0.56
062903001	220	24	13	57	16	110	0.5
062903041	653	59	113	99	78	349	0.534456355283308
062903102	460	16	83	83	123	305	0.66304347826087
062904001	72	7	1	17	14	39	0.541666666666667
062904041	202	17	46	31	17	111	0.54950495049505
062904102	140	10	36	11	16	73	0.521428571428571
062905101	85	1	19	18	19	57	0.670588235294118
062906101	112	4	14	17	29	64	0.571428571428571
063903001	205	6	39	23	50	118	0.575609756097561
063906001	76	10	14	15	19	58	0.763157894736842
064903001	245	16	17	81	23	137	0.559183673469388
064903041	611	85	119	103	112	419	0.685761047463175
064903103	973	93	166	99	126	484	0.49743062692703
065901001	54	2	4	21	5	32	0.592592592592593
065901041	202	5	32	29	45	111	0.54950495049505
065901101	108	3	25	15	39	82	0.759259259259259
065902001	96	4	11	17	32	64	0.666666666666667
066005101	10	0	2	0	1	3	0.3
066901001	152	22	25	26	19	92	0.605263157894737
066901041	113	5	22	17	17	61	0.539823008849557
066902001	176	11	4	41	22	78	0.443181818181818
066902041	614	88	116	78	55	337	0.54885993485342
066902101	466	84	64	37	53	238	0.510729613733906
066903002	102	7	5	33	18	63	0.617647058823529
066903042	334	21	63	73	48	205	0.61377245508982
066903102	188	23	36	16	21	96	0.51063829787234
067902001	117	2	7	48	31	88	0.752136752136752
067902004	3	1	0	1	0	2	0.666666666666667
067902041	369	13	53	78	97	241	0.653116531165312
067902101	236	15	40	38	62	155	0.656779661016949
067903001	175	14	14	47	21	96	0.548571428571429
067903041	462	14	82	105	134	335	0.725108225108225
067903101	286	28	60	48	68	204	0.713286713286713
067904001	22	1	0	9	4	14	0.636363636363636
067904042	126	12	29	18	21	80	0.634920634920635
067904101	93	8	22	15	8	53	0.56989247311828
067907001	39	3	2	10	3	18	0.461538461538462
067907041	158	21	39	17	18	95	0.60126582278481
067907101	70	7	23	12	11	53	0.757142857142857
067908001	65	2	14	15	9	40	0.615384615384615
067908101	56	3	10	11	8	32	0.571428571428571
068802001	1154	43	195	220	292	750	0.649913344887348
068803001	739	54	133	123	136	446	0.603518267929635
068901002	1519	132	120	342	68	662	0.435813034891376
068901003	1410	77	119	327	102	625	0.443262411347518
068901011	155	3	10	52	17	82	0.529032258064516
068901014	139	6	4	45	12	67	0.482014388489209
068901015	106	0	8	35	10	53	0.5
068901042	1857	242	335	202	186	965	0.51965535810447
068901043	2220	302	400	222	224	1148	0.517117117117117
068901044	2062	259	362	258	201	1080	0.52376333656644
068901045	1965	236	327	187	167	917	0.466666666666667
068901046	2269	198	386	326	375	1285	0.566328779197884
068901047	2475	364	558	289	211	1422	0.574545454545455
068901101	231	20	41	35	57	153	0.662337662337662
068901102	182	13	44	32	42	131	0.71978021978022
068901103	312	54	45	35	43	177	0.567307692307692
068901104	376	69	72	41	36	218	0.579787234042553
068901105	271	13	36	51	67	167	0.616236162361624
068901107	363	65	71	49	24	209	0.575757575757576
068901110	326	59	72	47	36	214	0.656441717791411
068901111	295	37	65	47	51	200	0.677966101694915
068901112	219	2	46	33	73	154	0.703196347031963
068901113	314	43	44	28	25	140	0.445859872611465
068901114	370	34	50	30	53	167	0.451351351351351
068901116	323	29	70	54	60	213	0.659442724458204
068901118	356	0	6	29	238	273	0.76685393258427
068901119	281	42	57	31	19	149	0.530249110320285
068901121	340	32	64	70	85	251	0.738235294117647
068901122	476	69	82	44	81	276	0.579831932773109
068901124	588	84	110	57	67	318	0.540816326530612
068901125	289	22	53	36	54	165	0.570934256055363
068901126	412	32	101	61	104	298	0.723300970873786
068901127	426	77	134	40	47	298	0.699530516431925
068901128	422	51	91	55	66	263	0.623222748815166
068901129	475	23	88	63	84	258	0.543157894736842
068901130	420	53	111	70	61	295	0.702380952380952
068901131	418	66	83	38	53	240	0.574162679425837
068901132	393	68	94	48	50	260	0.661577608142494
068901133	456	37	95	80	131	343	0.75219298245614
069901001	223	22	33	30	25	110	0.493273542600897
069902001	94	8	14	20	19	61	0.648936170212766
069902101	126	4	21	16	22	63	0.5
070801002	1920	316	356	259	109	1040	0.541666666666667
070801041	160	15	28	24	39	106	0.6625
070901001	296	22	48	32	58	160	0.540540540540541
070903002	721	44	39	196	108	387	0.536754507628294
070903042	1661	125	294	305	364	1088	0.655027092113185
070903043	1209	71	181	153	294	699	0.578163771712159
070903105	1187	66	213	141	245	665	0.560235888795282
070905002	306	28	39	84	35	186	0.607843137254902
070905041	1122	88	223	142	150	603	0.537433155080214
070905104	788	79	198	140	114	531	0.673857868020305
070907001	228	13	32	44	61	150	0.657894736842105
070907101	262	22	46	32	45	145	0.553435114503817
070908001	747	28	37	214	110	389	0.520749665327979
070908003	391	7	23	124	71	225	0.575447570332481
070908042	2170	77	262	362	656	1357	0.625345622119816
070908044	2113	64	258	426	656	1404	0.664458116422149
070908103	244	16	39	37	87	179	0.733606557377049
070908104	346	29	60	57	92	238	0.687861271676301
070908105	367	6	34	37	152	229	0.623978201634877
070908106	428	13	66	77	164	320	0.747663551401869
070908107	398	40	93	46	92	271	0.680904522613065
070908108	482	13	86	87	179	365	0.757261410788382
070908109	390	12	40	48	168	268	0.687179487179487
070909001	227	31	50	26	21	128	0.563876651982379
070910001	160	8	7	52	43	110	0.6875
070910041	727	14	131	145	189	479	0.658872077028886
070910101	224	19	20	23	53	115	0.513392857142857
070911001	798	33	29	226	151	439	0.550125313283208
070911041	2677	153	413	485	634	1685	0.629435935748973
070911101	402	21	79	57	112	269	0.669154228855721
070911102	383	17	80	54	125	276	0.720626631853786
070911103	278	16	42	36	113	207	0.744604316546763
070911105	383	27	79	62	88	256	0.668407310704961
070911107	248	28	60	37	67	192	0.774193548387097
070912002	1041	41	63	325	209	638	0.612872238232469
070912004	117	1	5	36	52	94	0.803418803418803
070912042	1116	65	189	199	253	706	0.632616487455197
070912043	1173	61	161	212	310	744	0.634271099744246
070912045	1671	86	236	251	324	897	0.536804308797127
070912104	270	13	43	45	77	178	0.659259259259259
070912106	289	21	63	43	61	188	0.650519031141868
070912107	382	9	64	62	149	284	0.743455497382199
070912108	404	24	63	63	87	237	0.586633663366337
070912110	364	8	36	44	166	254	0.697802197802198
070912111	348	14	66	46	85	211	0.60632183908046
070912112	249	19	49	30	57	155	0.622489959839357
070912114	232	8	49	28	79	164	0.706896551724138
070915001	189	7	8	67	31	113	0.597883597883598
070915041	654	54	131	88	107	380	0.581039755351682
070915101	164	15	29	19	46	109	0.664634146341463
071801001	316	7	39	31	122	199	0.629746835443038
071801003	505	21	70	101	141	333	0.659405940594059
071803001	7	0	0	5	0	5	0.714285714285714
071803002	5	0	2	1	1	4	0.8
071804001	12	4	0	4	0	8	0.666666666666667
071804002	4	1	0	2	0	3	0.75
071806001	970	26	111	239	319	695	0.716494845360825
071806002	1135	75	190	182	287	734	0.646696035242291
071806004	338	14	65	70	78	227	0.671597633136095
071806005	521	38	94	72	137	341	0.654510556621881
071806006	538	34	97	81	170	382	0.71003717472119
071807101	124	6	19	11	12	48	0.387096774193548
071809001	240	9	38	38	91	176	0.733333333333333
071810001	317	21	67	59	67	214	0.675078864353312
071901001	296	30	16	92	50	188	0.635135135135135
071901002	375	36	32	104	72	244	0.650666666666667
071901004	661	45	48	207	86	386	0.583963691376702
071901009	119	3	1	47	36	87	0.73109243697479
071901041	998	77	167	173	179	596	0.597194388777555
071901042	1224	126	234	202	156	718	0.586601307189543
071901044	1335	94	258	202	208	762	0.570786516853933
071901045	1396	101	244	229	257	831	0.595272206303725
071901101	623	67	146	90	124	427	0.685393258426966
071901102	416	27	69	69	106	271	0.651442307692308
071901103	658	70	142	108	186	506	0.768996960486322
071901104	369	46	77	58	95	276	0.747967479674797
071901105	635	80	175	100	122	477	0.751181102362205
071901106	457	52	103	43	106	304	0.665207877461707
071902001	565	54	41	145	126	366	0.647787610619469
071902002	496	48	42	145	99	334	0.673387096774194
071902003	540	136	41	113	121	411	0.761111111111111
071902004	604	42	52	196	97	387	0.640728476821192
071902005	831	72	39	251	238	600	0.72202166064982
071902006	536	50	22	165	137	374	0.697761194029851
071902008	540	61	29	138	82	310	0.574074074074074
071902009	470	80	37	123	87	327	0.695744680851064
071902010	1090	64	57	322	293	736	0.675229357798165
071902011	245	0	6	95	106	207	0.844897959183674
071902012	613	46	34	188	137	405	0.66068515497553
071902015	147	1	2	42	54	99	0.673469387755102
071902019	500	13	67	67	139	286	0.572
071902020	10	2	0	2	0	4	0.4
071902041	1230	112	230	213	172	727	0.591056910569106
071902042	1186	61	209	170	223	663	0.55902192242833
071902043	1282	124	254	188	165	731	0.570202808112324
071902044	1104	140	221	167	111	639	0.578804347826087
071902045	1052	63	177	160	266	666	0.633079847908745
071902046	1086	104	188	187	180	659	0.606813996316759
071902047	1223	109	250	228	158	745	0.609157808667212
071902048	886	65	160	166	135	526	0.593679458239278
071902049	1047	104	208	187	150	649	0.619866284622732
071902051	1341	56	208	243	346	853	0.636092468307233
071902052	1594	107	220	243	425	995	0.624215809284818
071902053	2406	35	197	420	1020	1672	0.694929343308396
071902054	909	74	185	141	122	522	0.574257425742574
071902055	1283	50	161	198	347	756	0.589243959469992
071902056	1890	89	288	345	373	1095	0.579365079365079
071902102	124	5	25	16	14	60	0.483870967741936
071902103	186	6	44	39	38	127	0.682795698924731
071902104	192	7	36	32	30	105	0.546875
071902105	124	14	22	18	40	94	0.758064516129032
071902106	81	9	16	14	17	56	0.691358024691358
071902107	202	21	45	26	39	131	0.648514851485149
071902109	255	11	34	46	63	154	0.603921568627451
071902110	281	15	50	45	109	219	0.779359430604982
071902111	236	29	63	34	43	169	0.716101694915254
071902112	270	15	58	37	66	176	0.651851851851852
071902113	233	23	63	35	42	163	0.699570815450644
071902114	124	10	40	34	18	102	0.82258064516129
071902115	167	10	44	24	41	119	0.712574850299401
071902116	287	24	48	36	67	175	0.609756097560976
071902118	244	26	61	31	30	148	0.60655737704918
071902119	174	2	23	31	69	125	0.718390804597701
071902121	232	15	36	41	60	152	0.655172413793103
071902123	237	5	36	50	94	185	0.780590717299578
071902125	178	1	16	22	72	111	0.623595505617978
071902128	241	34	38	32	43	147	0.609958506224066
071902129	1018	74	144	150	229	597	0.586444007858546
071902130	678	29	82	70	246	427	0.629793510324484
071902131	200	3	46	27	59	135	0.675
071902133	260	26	40	39	59	164	0.630769230769231
071902134	308	24	74	50	77	225	0.730519480519481
071902135	212	10	35	41	74	160	0.754716981132076
071902136	188	5	30	40	50	125	0.664893617021277
071902138	134	11	36	16	26	89	0.664179104477612
071902140	130	10	16	7	22	55	0.423076923076923
071902141	237	23	58	39	38	158	0.666666666666667
071902142	287	16	50	49	100	215	0.749128919860627
071902143	167	21	26	21	20	88	0.526946107784431
071902146	276	8	39	39	87	173	0.626811594202899
071902147	258	14	45	32	94	185	0.717054263565892
071902148	104	1	10	28	22	61	0.586538461538462
071902149	244	6	44	45	79	174	0.713114754098361
071902150	265	24	51	39	63	177	0.667924528301887
071902151	153	2	29	24	42	97	0.633986928104575
071902153	245	32	45	20	40	137	0.559183673469388
071902155	205	13	37	25	45	120	0.585365853658537
071902156	198	13	28	31	56	128	0.646464646464647
071902158	246	11	34	26	66	137	0.556910569105691
071902159	412	2	19	42	227	290	0.703883495145631
071902160	327	9	42	42	156	249	0.761467889908257
071902161	326	21	68	49	89	227	0.696319018404908
071902162	191	4	12	27	93	136	0.712041884816754
071902163	262	11	38	36	102	187	0.713740458015267
071902165	245	16	57	36	51	160	0.653061224489796
071902166	290	3	36	44	110	193	0.66551724137931
071902167	269	16	66	62	65	209	0.776951672862453
071902168	371	5	28	52	186	271	0.730458221024259
071902169	177	11	34	23	21	89	0.502824858757062
071902174	288	23	77	47	67	214	0.743055555555556
071902175	217	12	29	38	63	142	0.654377880184332
071902177	509	14	34	59	265	372	0.730844793713163
071902178	458	21	44	62	155	282	0.615720524017467
071903001	306	36	19	87	46	188	0.61437908496732
071903041	857	50	157	142	144	493	0.575262543757293
071903103	558	26	99	78	143	346	0.620071684587814
071904001	478	34	42	128	87	291	0.608786610878661
071904041	1011	99	216	211	173	699	0.691394658753709
