cdc_campus	denominator	BothAlllevelstoDidNotMeet_1	BothAlllevelstoApproaches1	BothAlllevelstoMeets_1	BothAlllevelstoMasters_NA	year_growth_num	year_growth_rate
220904001	705	50	45	209	56	360	0.51063829787234
220904041	1819	166	462	316	333	1277	0.702034084661902
220904042	902	56	186	103	135	480	0.532150776053215
220904101	151	11	22	29	37	99	0.655629139072848
220904102	178	14	30	19	48	111	0.623595505617978
220904103	163	8	23	17	30	78	0.478527607361963
220904104	150	11	25	15	22	73	0.486666666666667
220904105	755	79	168	80	120	447	0.59205298013245
220904106	163	15	20	14	16	65	0.398773006134969
220905001	468	39	36	133	36	244	0.521367521367521
220905002	688	49	58	198	50	355	0.515988372093023
220905003	865	55	67	223	91	436	0.504046242774566
220905004	440	66	33	75	24	198	0.45
220905005	404	39	45	100	39	223	0.551980198019802
220905006	435	44	39	98	54	235	0.540229885057471
220905008	786	44	77	217	69	407	0.517811704834606
220905009	502	65	44	124	75	308	0.613545816733068
220905010	899	48	34	262	112	456	0.507230255839822
220905011	694	30	61	202	73	366	0.527377521613833
220905014	509	49	29	131	71	280	0.550098231827112
220905015	313	32	31	67	42	172	0.549520766773163
220905016	572	85	50	135	85	355	0.620629370629371
220905021	44	19	3	2	0	24	0.545454545454545
220905042	620	82	128	84	64	358	0.57741935483871
220905043	755	50	101	57	60	268	0.354966887417219
220905044	2153	245	398	231	231	1105	0.513237343241988
220905045	1449	217	323	238	156	934	0.644582470669427
220905047	708	85	129	77	61	352	0.497175141242938
220905048	1499	212	252	146	85	695	0.463642428285524
220905049	914	97	163	128	77	465	0.508752735229759
220905050	1788	134	312	253	358	1057	0.591163310961969
220905051	1549	150	307	213	167	837	0.540348612007747
220905052	1165	116	180	148	93	537	0.460944206008584
220905053	1092	123	226	148	141	638	0.584249084249084
220905054	1196	185	225	125	75	610	0.510033444816054
220905055	548	25	96	98	110	329	0.60036496350365
220905056	1743	171	327	203	170	871	0.499713138267355
220905057	1623	197	396	294	200	1087	0.669747381392483
220905058	1302	77	189	164	198	628	0.482334869431644
220905059	1164	182	199	86	63	530	0.4553264604811
220905060	1571	199	364	270	185	1018	0.647994907702101
220905061	1269	173	208	101	79	561	0.442080378250591
220905062	10	3	3	0	0	6	0.6
220905063	350	45	65	34	39	183	0.522857142857143
220905064	673	43	91	32	52	218	0.323922734026746
220905067	918	49	135	46	66	296	0.32244008714597
220905069	964	24	63	68	197	352	0.365145228215768
220905070	1242	159	256	140	94	649	0.522544283413849
220905071	1835	100	246	314	320	980	0.534059945504087
220905081	435	0	22	79	135	236	0.542528735632184
220905082	121	0	2	46	29	77	0.636363636363636
220905083	435	14	57	108	56	235	0.540229885057471
220905084	468	12	60	95	114	281	0.60042735042735
220905085	122	2	6	47	35	90	0.737704918032787
220905086	119	0	5	47	29	81	0.680672268907563
220905087	102	0	0	49	31	80	0.784313725490196
220905101	238	7	28	22	97	154	0.647058823529412
220905103	312	14	51	42	94	201	0.644230769230769
220905104	27	1	0	15	3	19	0.703703703703704
220905105	245	66	47	27	23	163	0.66530612244898
220905107	270	11	33	50	118	212	0.785185185185185
220905110	284	47	54	32	29	162	0.570422535211268
220905111	297	56	67	41	45	209	0.703703703703704
220905114	384	33	89	59	86	267	0.6953125
220905115	212	35	62	39	29	165	0.778301886792453
220905116	331	17	47	39	140	243	0.734138972809668
220905117	222	37	61	32	43	173	0.779279279279279
220905118	283	35	55	36	50	176	0.621908127208481
220905119	364	60	84	54	51	249	0.684065934065934
220905120	262	45	64	26	36	171	0.652671755725191
220905121	159	20	39	14	42	115	0.723270440251572
220905122	325	34	71	46	73	224	0.689230769230769
220905123	282	33	57	43	50	183	0.648936170212766
220905124	215	38	59	22	27	146	0.67906976744186
220905125	265	30	43	32	37	142	0.535849056603774
220905126	207	32	47	23	31	133	0.642512077294686
220905127	228	36	43	22	36	137	0.600877192982456
220905129	217	31	46	28	23	128	0.589861751152074
220905130	208	29	50	26	12	117	0.5625
220905131	360	43	72	59	61	235	0.652777777777778
220905132	354	43	78	66	78	265	0.748587570621469
220905133	392	43	100	57	63	263	0.670918367346939
220905134	318	48	76	49	65	238	0.748427672955975
220905135	248	65	62	22	18	167	0.673387096774194
220905137	316	44	66	37	42	189	0.598101265822785
220905138	271	34	58	36	45	173	0.638376383763838
220905139	197	21	42	28	32	123	0.624365482233503
220905141	300	24	63	48	72	207	0.69
220905143	265	15	54	31	42	142	0.535849056603774
220905144	212	38	60	15	25	138	0.650943396226415
220905146	289	26	52	43	48	169	0.58477508650519
220905147	297	43	67	31	50	191	0.643097643097643
220905148	140	17	24	17	27	85	0.607142857142857
220905149	213	14	29	25	86	154	0.723004694835681
220905150	318	27	52	41	100	220	0.691823899371069
220905151	264	37	43	43	67	190	0.71969696969697
220905152	302	32	80	38	55	205	0.678807947019868
220905153	276	52	79	19	30	180	0.652173913043478
220905154	268	33	58	36	52	179	0.667910447761194
220905156	356	16	46	46	109	217	0.609550561797753
220905157	320	32	58	43	63	196	0.6125
220905159	168	16	34	29	33	112	0.666666666666667
220905160	202	41	47	32	16	136	0.673267326732673
220905161	293	38	80	51	39	208	0.709897610921502
220905162	318	38	72	25	53	188	0.591194968553459
220905163	264	30	66	38	59	193	0.731060606060606
220905165	249	29	58	31	56	174	0.698795180722892
220905166	286	18	50	56	83	207	0.723776223776224
220905167	485	69	112	65	61	307	0.632989690721649
220905168	278	18	68	55	66	207	0.744604316546763
220905169	192	34	28	9	14	85	0.442708333333333
220905171	488	2	15	51	341	409	0.838114754098361
220905172	268	32	73	41	37	183	0.682835820895522
220905175	167	10	27	30	39	106	0.634730538922156
220905176	430	34	79	46	115	274	0.637209302325581
220905177	383	36	79	66	116	297	0.775456919060052
220905178	262	49	40	29	30	148	0.564885496183206
220905180	557	98	97	60	42	297	0.533213644524237
220905184	316	27	56	53	84	220	0.69620253164557
220905186	339	16	53	47	80	196	0.578171091445428
220905187	260	43	30	18	41	132	0.507692307692308
220905188	208	22	58	39	33	152	0.730769230769231
220905190	150	18	34	24	38	114	0.76
220905194	507	33	81	65	174	353	0.696252465483235
220905206	230	23	36	23	52	134	0.582608695652174
220905207	390	16	40	56	146	258	0.661538461538462
220905208	382	52	84	58	62	256	0.670157068062827
220905209	198	26	41	29	31	127	0.641414141414141
220905216	307	40	67	34	69	210	0.684039087947883
220905219	307	29	89	53	49	220	0.716612377850163
220905220	340	34	53	33	51	171	0.502941176470588
220905222	300	44	75	27	43	189	0.63
220905223	242	31	46	42	41	160	0.661157024793388
220905225	253	12	51	55	67	185	0.731225296442688
220905226	156	22	39	13	14	88	0.564102564102564
220905227	292	43	60	40	50	193	0.660958904109589
220906001	293	16	22	78	18	134	0.457337883959044
220906004	303	17	17	76	33	143	0.471947194719472
220906006	1	0	0	0	0	0	0
220906007	654	3	29	146	300	478	0.730886850152905
220906008	59	0	2	16	8	26	0.440677966101695
220906041	1367	55	160	191	354	760	0.55596196049744
220906042	1173	12	77	186	544	819	0.698209718670077
220906043	1475	29	179	236	586	1030	0.698305084745763
220906044	1578	69	144	186	688	1087	0.688846641318124
220906101	341	12	32	55	152	251	0.736070381231672
220906102	306	4	11	38	173	226	0.738562091503268
220906103	298	20	70	50	90	230	0.771812080536913
220906104	360	35	73	50	76	234	0.65
220906105	263	4	29	44	98	175	0.665399239543726
220906106	386	18	47	45	152	262	0.678756476683938
220906107	312	0	13	35	173	221	0.708333333333333
220906108	308	1	27	41	171	240	0.779220779220779
220906109	348	6	32	51	159	248	0.71264367816092
220906110	275	22	37	29	105	193	0.701818181818182
220906111	371	1	18	42	235	296	0.797843665768194
220907001	1046	15	28	372	331	746	0.713193116634799
220907002	841	24	42	317	179	562	0.668252080856124
220907004	934	18	38	287	227	570	0.610278372591006
220907005	1212	45	42	388	280	755	0.622937293729373
220907039	2	0	0	0	0	0	0
220907041	1841	33	156	247	888	1324	0.719174361759913
220907042	1707	91	325	330	460	1206	0.706502636203866
220907043	2217	89	228	468	872	1657	0.747406405051872
220907044	1754	49	155	241	837	1282	0.730900798175599
220907045	1825	51	222	374	734	1381	0.756712328767123
220907046	2301	74	285	336	815	1510	0.656236418948283
220907047	899	52	136	129	253	570	0.634037819799778
220907101	186	10	22	33	76	141	0.758064516129032
220907102	185	3	14	18	100	135	0.72972972972973
220907103	209	13	15	24	48	100	0.478468899521531
220907104	1840	12	98	223	1069	1402	0.76195652173913
220907105	148	27	23	13	32	95	0.641891891891892
220907106	218	20	25	27	53	125	0.573394495412844
220907107	1552	76	278	201	406	961	0.619201030927835
220907108	176	3	6	32	65	106	0.602272727272727
220907109	241	8	19	35	84	146	0.605809128630705
220907110	188	3	21	30	106	160	0.851063829787234
220907111	143	8	10	14	31	63	0.440559440559441
220907112	166	1	11	26	95	133	0.801204819277108
220907113	284	3	30	37	138	208	0.732394366197183
220907114	2208	61	266	299	825	1451	0.657155797101449
220907116	236	10	26	24	76	136	0.576271186440678
220907117	187	11	19	31	65	126	0.67379679144385
220907118	247	3	29	30	130	192	0.777327935222672
220907119	238	7	20	20	100	147	0.617647058823529
220907120	161	5	12	17	70	104	0.645962732919255
220907121	200	7	31	26	73	137	0.685
220907122	216	12	23	26	59	120	0.555555555555556
220907123	1767	59	286	276	593	1214	0.687040181097906
220907124	273	15	21	37	106	179	0.655677655677656
220907125	242	15	20	25	70	130	0.537190082644628
220907126	150	7	28	21	54	110	0.733333333333333
220907129	285	20	26	38	94	178	0.624561403508772
220907130	139	11	17	10	34	72	0.517985611510791
220908002	851	65	54	250	157	526	0.618096357226792
220908003	880	29	48	297	217	591	0.671590909090909
220908004	717	36	39	222	177	474	0.661087866108787
220908005	869	33	33	278	212	556	0.639815880322209
220908007	960	23	39	287	165	514	0.535416666666667
220908009	109	0	0	26	58	84	0.770642201834862
220908041	1685	77	242	318	551	1188	0.705044510385757
220908042	1612	81	273	456	465	1275	0.790942928039702
220908043	1882	37	199	309	858	1403	0.74548352816153
220908044	2052	54	217	361	875	1507	0.734405458089669
220908045	1659	87	253	321	507	1168	0.704038577456299
220908046	1674	76	242	338	566	1222	0.729988052568698
220908101	241	11	26	37	72	146	0.605809128630705
220908103	261	4	26	36	108	174	0.666666666666667
220908105	216	3	18	27	97	145	0.671296296296296
220908106	165	5	19	27	73	124	0.751515151515151
220908107	228	34	36	30	54	154	0.675438596491228
220908109	166	10	29	24	51	114	0.686746987951807
220908110	203	5	17	28	95	145	0.714285714285714
220908111	188	23	16	17	50	106	0.563829787234043
220908112	170	12	24	30	56	122	0.717647058823529
220908113	180	11	21	19	52	103	0.572222222222222
220908114	269	8	23	38	131	200	0.743494423791822
220908115	244	12	29	30	82	153	0.627049180327869
220908116	220	9	27	24	75	135	0.613636363636364
220908117	180	8	22	13	69	112	0.622222222222222
220908118	166	4	12	25	63	104	0.626506024096386
220908119	221	11	25	31	68	135	0.610859728506787
220908120	262	3	16	29	126	174	0.66412213740458
220908121	282	4	26	44	157	231	0.819148936170213
220908122	208	1	19	22	98	140	0.673076923076923
220908123	154	7	17	22	54	100	0.649350649350649
220908124	132	4	25	22	47	98	0.742424242424242
220908125	184	10	20	23	69	122	0.66304347826087
220908126	199	6	12	23	99	140	0.703517587939699
220908201	1745	40	222	239	603	1104	0.632664756446991
220908202	1347	81	195	177	355	808	0.59985152190052
220908204	1640	50	186	268	635	1139	0.694512195121951
220908205	1569	39	226	233	508	1006	0.641172721478649
220908206	1946	29	201	268	813	1311	0.673689619732785
220908207	1505	34	167	228	583	1012	0.672425249169435
220910001	413	30	46	86	50	212	0.513317191283293
220910042	899	151	233	117	63	564	0.627363737486096
220910043	826	100	167	84	86	437	0.529055690072639
220910101	127	16	21	12	16	65	0.511811023622047
220910103	168	30	11	9	15	65	0.386904761904762
220910104	211	46	29	25	18	118	0.559241706161137
220912001	808	61	68	256	133	518	0.641089108910891
220912002	1059	52	65	315	169	601	0.567516525023607
220912041	1630	242	341	230	189	1002	0.614723926380368
220912042	1105	141	257	192	122	712	0.644343891402715
220912043	1537	163	263	200	287	913	0.594014313597918
220912101	194	12	31	24	38	105	0.541237113402062
220912102	193	15	19	18	53	105	0.544041450777202
220912103	164	8	15	18	32	73	0.445121951219512
220912104	240	44	31	30	34	139	0.579166666666667
220912105	189	21	29	18	60	128	0.677248677248677
220912106	214	22	29	24	36	111	0.518691588785047
220912107	228	18	31	32	56	137	0.600877192982456
220912108	257	29	34	26	60	149	0.579766536964981
220912109	204	32	46	19	31	128	0.627450980392157
220912110	192	26	34	17	37	114	0.59375
220912111	1149	62	169	139	349	719	0.625761531766754
220912112	971	72	208	116	209	605	0.623069001029866
220912113	1056	129	213	103	125	570	0.539772727272727
220912114	1067	126	227	125	186	664	0.622305529522024
220914001	418	23	26	136	122	307	0.73444976076555
220914041	860	61	184	170	174	589	0.684883720930233
220914101	903	46	132	142	235	555	0.614617940199336
220914102	228	12	24	37	80	153	0.671052631578947
220914103	168	10	31	31	34	106	0.630952380952381
220915001	796	39	38	271	149	497	0.624371859296482
220915003	2	0	1	0	0	1	0.5
220915041	984	61	225	190	228	704	0.715447154471545
220915042	853	51	142	141	157	491	0.575615474794842
220915102	173	6	42	26	52	126	0.728323699421965
220915103	214	11	29	40	60	140	0.654205607476635
220915104	1096	54	151	129	215	549	0.500912408759124
220915105	163	16	35	24	25	100	0.613496932515337
220915106	195	15	28	18	34	95	0.487179487179487
220915107	815	24	106	151	200	481	0.590184049079755
220915108	181	4	9	20	22	55	0.303867403314917
220916001	719	36	30	221	127	414	0.575799721835883
220916002	800	45	31	262	159	497	0.62125
220916005	10	1	3	1	1	6	0.6
220916041	1689	66	187	311	646	1210	0.716400236826525
220916042	1529	66	168	312	516	1062	0.694571615434925
220916043	1598	66	190	320	512	1088	0.680851063829787
220916044	1223	25	102	276	561	964	0.788225674570728
220916045	1421	29	133	266	697	1125	0.791695988740324
220916102	475	32	91	70	121	314	0.661052631578947
220916103	469	24	61	78	120	283	0.603411513859275
220916105	517	29	80	77	146	332	0.642166344294004
220916106	376	27	49	59	97	232	0.617021276595745
220916107	393	12	50	51	125	238	0.60559796437659
220916108	489	18	71	65	177	331	0.676891615541922
220916110	408	27	68	57	93	245	0.600490196078431
220916111	376	23	58	61	123	265	0.704787234042553
220916112	569	28	78	81	206	393	0.690685413005272
220916113	366	19	61	55	91	226	0.617486338797814
220916114	505	25	71	89	144	329	0.651485148514852
220916115	382	15	30	42	146	233	0.609947643979058
220916116	544	30	89	105	145	369	0.678308823529412
220916117	443	20	62	68	107	257	0.580135440180587
220916118	550	21	68	84	154	327	0.594545454545455
220916119	675	16	53	79	277	425	0.62962962962963
220916121	446	18	66	53	131	268	0.600896860986547
220916122	621	7	58	97	252	414	0.666666666666667
220916123	568	21	70	74	238	403	0.709507042253521
220916125	642	25	73	82	253	433	0.674454828660436
220917001	436	31	32	120	76	259	0.594036697247706
220917003	5	3	0	0	0	3	0.6
220917041	1589	162	322	226	204	914	0.575204531151668
220917101	378	46	70	44	88	248	0.656084656084656
220917102	461	44	85	72	80	281	0.609544468546638
220917104	286	27	61	39	54	181	0.632867132867133
220918001	826	39	36	252	158	485	0.587167070217918
220918002	7	2	0	0	0	2	0.285714285714286
220918004	749	28	54	245	158	485	0.647530040053405
220918006	863	47	49	286	124	506	0.586326767091541
220918041	1763	79	217	264	492	1052	0.596710153148043
220918042	1643	72	219	294	454	1039	0.632379793061473
220918043	1823	65	257	359	547	1228	0.673614920460779
220918044	1587	102	243	270	323	938	0.591052299936988
220918045	1822	78	246	318	402	1044	0.572996706915478
220918101	333	39	58	51	59	207	0.621621621621622
220918102	430	25	64	61	183	333	0.774418604651163
220918103	236	19	42	38	73	172	0.728813559322034
220918104	312	25	58	37	75	195	0.625
220918105	210	16	37	28	68	149	0.70952380952381
220918106	408	32	62	47	91	232	0.568627450980392
220918107	334	32	47	53	97	229	0.68562874251497
220918108	408	17	61	47	102	227	0.556372549019608
220918109	461	23	58	79	179	339	0.735357917570499
220918110	463	24	78	80	129	311	0.67170626349892
220918111	302	29	58	37	74	198	0.655629139072848
220918112	494	22	63	72	200	357	0.722672064777328
220918113	352	19	61	40	90	210	0.596590909090909
220918114	403	36	68	54	97	255	0.632754342431762
220918115	385	29	71	62	94	256	0.664935064935065
220919003	901	4	13	223	292	532	0.590455049944506
220919041	1241	6	46	150	836	1038	0.836422240128928
220919043	1148	2	38	129	821	990	0.862369337979094
220919101	270	4	10	24	182	220	0.814814814814815
220919102	213	0	3	22	172	197	0.924882629107981
220919103	298	0	8	27	194	229	0.768456375838926
220919104	196	0	7	7	131	145	0.739795918367347
220919106	1411	13	42	127	894	1076	0.762579730687456
220919107	180	0	2	10	147	159	0.883333333333333
220919108	1074	2	26	80	715	823	0.766294227188082
220920001	752	45	39	208	91	383	0.509308510638298
220920041	2003	148	359	320	441	1268	0.633050424363455
220920101	198	9	29	38	57	133	0.671717171717172
220920102	265	13	32	33	54	132	0.49811320754717
220920103	147	13	19	14	28	74	0.503401360544218
220920104	230	16	27	21	40	104	0.452173913043478
220920105	1763	79	258	237	461	1035	0.587067498581963
220920106	287	0	20	27	122	169	0.588850174216028
221801005	236	27	47	32	48	154	0.652542372881356
221801011	342	2	36	61	104	203	0.593567251461988
221801014	224	10	19	37	67	133	0.59375
221801020	620	9	52	128	260	449	0.724193548387097
221801022	679	77	92	56	93	318	0.468335787923417
221801023	328	10	32	45	122	209	0.63719512195122
221801025	134	10	27	15	41	93	0.694029850746269
221801026	253	16	55	34	37	142	0.561264822134387
221801027	11	0	0	4	4	8	0.727272727272727
221801033	54	3	5	7	22	37	0.685185185185185
221801034	333	9	30	62	77	178	0.534534534534535
221801039	371	31	56	59	99	245	0.660377358490566
221801043	769	24	104	143	255	526	0.684005201560468
221801044	170	6	24	19	50	99	0.582352941176471
221801045	114	6	25	15	23	69	0.605263157894737
221801046	360	22	65	57	105	249	0.691666666666667
221801048	130	4	32	32	29	97	0.746153846153846
221801050	341	22	56	46	72	196	0.574780058651026
221801051	128	0	2	42	37	81	0.6328125
221801052	102	14	18	10	30	72	0.705882352941177
221801053	158	5	18	23	61	107	0.677215189873418
221801055	106	7	24	18	16	65	0.613207547169811
221801056	79	0	0	25	16	41	0.518987341772152
221801057	228	15	58	38	60	171	0.75
221801058	528	15	75	105	143	338	0.640151515151515
221801059	83	7	17	8	36	68	0.819277108433735
221801060	78	4	10	11	19	44	0.564102564102564
221801061	681	83	142	72	60	357	0.524229074889868
221801062	326	43	72	35	56	206	0.631901840490798
221801063	459	6	49	77	193	325	0.708061002178649
221801064	124	3	14	11	44	72	0.580645161290323
221801065	190	12	52	35	46	145	0.763157894736842
221801066	393	30	69	76	87	262	0.666666666666667
221801067	197	11	29	39	68	147	0.746192893401015
221801068	462	4	30	65	231	330	0.714285714285714
221901001	855	68	67	274	192	601	0.702923976608187
221901002	683	54	41	211	92	398	0.582723279648609
221901003	15	8	2	2	0	12	0.8
221901010	117	0	2	51	33	86	0.735042735042735
221901044	1648	102	273	239	332	946	0.574029126213592
221901045	1641	109	292	221	307	929	0.566118220597197
221901047	1541	115	261	233	262	871	0.565217391304348
221901048	1678	110	309	282	317	1018	0.606674612634088
221901102	336	10	59	56	109	234	0.696428571428571
221901103	314	28	59	44	61	192	0.611464968152866
221901104	316	19	66	44	74	203	0.642405063291139
221901108	238	11	55	32	65	163	0.684873949579832
221901112	304	15	53	28	56	152	0.5
221901113	390	47	90	51	54	242	0.620512820512821
221901116	256	45	48	31	28	152	0.59375
221901120	256	38	47	22	29	136	0.53125
221901121	362	36	65	48	106	255	0.704419889502762
221901150	304	8	51	50	91	200	0.657894736842105
221901151	284	11	47	53	77	188	0.661971830985916
221901152	329	43	65	41	40	189	0.574468085106383
221901153	258	21	45	31	63	160	0.62015503875969
221901155	373	32	75	54	74	235	0.630026809651475
221904001	159	11	7	42	18	78	0.490566037735849
221904041	473	52	96	71	74	293	0.619450317124736
221904102	298	31	55	60	77	223	0.748322147651007
221905001	146	17	20	32	16	85	0.582191780821918
221911001	143	8	8	43	12	71	0.496503496503497
221911041	605	18	70	125	182	395	0.652892561983471
221911101	164	2	16	26	62	106	0.646341463414634
221911102	212	2	17	28	95	142	0.669811320754717
221912001	528	8	11	153	166	338	0.640151515151515
221912041	1307	43	133	314	487	977	0.747513389441469
221912103	938	18	110	123	418	669	0.713219616204691
221912107	1018	6	67	139	446	658	0.646365422396857
222901001	92	10	7	22	22	61	0.66304347826087
223901001	222	16	16	43	47	122	0.54954954954955
223901005	2	1	0	1	0	2	1
223901041	661	102	155	92	96	445	0.6732223903177
223901102	489	99	68	52	69	288	0.588957055214724
223902001	258	29	53	32	32	146	0.565891472868217
223904001	287	12	65	55	76	208	0.724738675958188
224901001	106	9	19	10	12	50	0.471698113207547
224902001	133	12	19	24	22	77	0.578947368421053
225902001	640	59	50	180	141	430	0.671875
225902041	1435	127	340	293	290	1050	0.731707317073171
225902042	1347	77	214	155	246	692	0.51373422420193
225902101	195	14	29	32	33	108	0.553846153846154
225902102	189	3	24	22	33	82	0.433862433862434
225902103	200	5	35	36	44	120	0.6
225902104	197	6	20	22	41	89	0.451776649746193
225906001	157	2	12	28	31	73	0.464968152866242
225906041	440	12	48	83	114	257	0.584090909090909
225906101	315	12	43	50	102	207	0.657142857142857
225907101	638	35	112	103	129	379	0.594043887147335
226801001	1095	58	202	232	242	734	0.670319634703196
226801002	501	63	70	31	35	199	0.397205588822355
226801003	396	40	97	65	44	246	0.621212121212121
226801004	356	34	80	61	66	241	0.676966292134832
226901001	294	8	41	64	71	184	0.625850340136054
226901101	128	2	23	15	35	75	0.5859375
226903001	1309	80	63	379	119	641	0.489686783804431
226903002	421	37	31	81	38	187	0.444180522565321
226903042	2381	196	470	359	365	1390	0.583788324233515
226903043	2059	169	303	296	286	1054	0.511898980087421
226903045	1607	234	281	186	153	854	0.531425015556938
226903101	180	23	40	19	35	117	0.65
226903102	274	36	45	22	30	133	0.485401459854015
226903103	188	25	32	21	19	97	0.515957446808511
226903105	281	39	63	35	48	185	0.658362989323843
226903106	265	36	57	34	41	168	0.633962264150943
226903108	202	22	37	28	41	128	0.633663366336634
226903110	188	11	45	37	26	119	0.632978723404255
226903111	330	13	35	31	157	236	0.715151515151515
226903112	204	10	43	27	63	143	0.700980392156863
226903113	364	47	52	40	73	212	0.582417582417582
226903114	247	27	32	18	34	111	0.449392712550607
226903115	189	20	33	34	34	121	0.64021164021164
226903116	178	26	29	36	25	116	0.651685393258427
226903119	238	36	45	38	18	137	0.57563025210084
226903120	243	4	36	39	106	185	0.761316872427984
226903122	363	30	55	43	111	239	0.658402203856749
226903123	380	41	73	36	49	199	0.523684210526316
226905001	110	6	14	26	19	65	0.590909090909091
226905101	170	8	28	20	34	90	0.529411764705882
226905195	2	0	0	0	0	0	0
226906001	165	1	4	56	51	112	0.678787878787879
226906002	1	0	0	1	0	1	1
226906041	518	1	33	84	219	337	0.650579150579151
226906101	332	3	32	45	154	234	0.704819277108434
226907001	141	7	7	42	27	83	0.588652482269504
226907041	487	59	126	84	60	329	0.675564681724846
226907101	344	54	61	48	60	223	0.648255813953488
226908001	117	6	18	33	24	81	0.692307692307692
226908101	112	8	23	10	29	70	0.625
227803001	736	71	116	83	53	323	0.438858695652174
227803101	185	17	22	34	63	136	0.735135135135135
227803102	306	37	69	52	69	227	0.741830065359477
227803103	210	43	47	23	29	142	0.676190476190476
227804101	843	31	88	133	278	530	0.62870699881376
227805041	299	41	57	45	33	176	0.588628762541806
227806025	11	2	0	0	0	2	0.181818181818182
227806031	38	1	2	6	17	26	0.684210526315789
227806040	2	0	0	0	2	2	1
227806043	1	0	1	0	0	1	1
227814001	282	4	26	62	114	206	0.730496453900709
227816001	663	77	130	103	118	428	0.645550527903469
227816002	955	64	130	230	226	650	0.680628272251309
227816003	254	17	41	41	83	182	0.716535433070866
227816004	488	25	61	72	180	338	0.692622950819672
227816005	294	35	66	52	78	231	0.785714285714286
227816006	176	10	15	27	70	122	0.693181818181818
227816101	634	40	94	147	129	410	0.646687697160883
227817001	140	7	16	39	35	97	0.692857142857143
227817101	300	21	74	51	36	182	0.606666666666667
227819101	158	4	35	21	54	114	0.721518987341772
227820001	180	11	10	67	12	100	0.555555555555556
227820002	188	18	18	64	7	107	0.569148936170213
227820013	206	13	18	82	32	145	0.703883495145631
227820014	174	13	17	70	18	118	0.67816091954023
227820015	167	12	13	58	18	101	0.604790419161677
227820016	232	20	22	82	24	148	0.637931034482759
227820017	35	0	2	7	5	14	0.4
227820020	227	26	21	93	19	159	0.700440528634361
227820030	68	0	6	16	5	27	0.397058823529412
227820041	843	49	155	160	222	586	0.695136417556346
227820042	891	52	160	167	218	597	0.67003367003367
227820043	898	79	158	126	205	568	0.632516703786192
227820044	783	85	153	136	157	531	0.67816091954023
227820050	846	23	89	122	301	535	0.632387706855792
227820051	866	44	125	131	259	559	0.645496535796767
227820052	849	29	103	137	268	537	0.632508833922262
227820053	638	62	115	84	132	393	0.615987460815047
227820054	787	35	99	103	223	460	0.584498094027954
227820055	651	35	113	92	142	382	0.58678955453149
227820056	868	25	89	141	334	589	0.678571428571429
227820057	782	67	157	110	134	468	0.59846547314578
227820058	846	73	174	142	158	547	0.646572104018913
227820059	774	48	85	123	236	492	0.635658914728682
227820060	611	45	112	98	104	359	0.587561374795417
227820061	359	30	61	32	64	187	0.520891364902507
227820071	796	89	119	96	133	437	0.548994974874372
227820072	668	79	153	115	68	415	0.62125748502994
227820073	390	40	72	42	46	200	0.512820512820513
227820081	903	87	182	153	149	571	0.63233665559247
227820082	887	66	140	109	171	486	0.547914317925592
227820083	796	53	151	160	179	543	0.6821608040201
227820101	215	23	47	31	52	153	0.711627906976744
227820102	188	23	18	15	57	113	0.601063829787234
227820103	219	13	33	38	61	145	0.662100456621005
227820104	190	22	35	24	28	109	0.573684210526316
227820205	222	2	21	35	129	187	0.842342342342342
227820206	262	16	32	47	60	155	0.591603053435115
227820207	234	6	21	35	103	165	0.705128205128205
227820209	228	8	20	24	97	149	0.653508771929825
227820211	260	25	33	31	62	151	0.580769230769231
227820212	209	4	25	28	46	103	0.492822966507177
227820213	195	18	25	31	53	127	0.651282051282051
227820214	200	16	13	14	40	83	0.415
227820301	190	34	17	9	11	71	0.373684210526316
227820302	214	26	25	17	17	85	0.397196261682243
227820401	217	35	21	19	21	96	0.442396313364055
227820402	198	26	17	12	11	66	0.333333333333333
227821101	355	26	52	48	84	210	0.591549295774648
227824001	86	11	22	19	17	69	0.802325581395349
227824002	407	40	71	62	43	216	0.530712530712531
227824003	16	0	5	1	7	13	0.8125
227824004	48	3	15	7	7	32	0.666666666666667
227825001	1125	88	166	131	172	557	0.495111111111111
227825003	269	30	33	66	22	151	0.561338289962825
227826101	206	18	38	26	43	125	0.606796116504854
227828001	2	0	0	1	0	1	0.5
227829001	144	4	17	18	38	77	0.534722222222222
227901002	819	23	34	239	198	494	0.603174603174603
227901004	497	45	43	126	94	308	0.619718309859155
227901005	643	17	20	203	214	454	0.70606531881804
227901006	353	51	30	99	28	208	0.589235127478754
227901007	426	53	45	118	59	275	0.645539906103286
227901008	486	59	44	150	55	308	0.633744855967078
227901009	751	24	37	233	202	496	0.660452729693742
227901013	1138	19	29	402	426	876	0.769771528998243
227901014	337	50	28	85	20	183	0.543026706231454
227901017	866	72	64	272	56	464	0.535796766743649
227901018	326	0	0	36	212	248	0.760736196319018
227901019	108	9	12	32	27	80	0.740740740740741
227901025	3	0	0	0	0	0	0
227901026	2	0	0	1	0	1	0.5
227901028	957	3	52	178	399	632	0.660397074190178
227901029	36	27	2	1	0	30	0.833333333333333
227901043	1836	123	193	214	537	1067	0.581154684095861
227901044	2147	59	95	145	1220	1519	0.707498835584537
227901045	2152	57	175	373	785	1390	0.645910780669145
227901046	1527	208	295	195	110	808	0.529142108709889
