sln	cdc	campus_name	item	responses_n	CampusPercentPositiveS2019	DistrictScaleScoreMean	DistrictScaleScorePercentile	DistrictQuintileScore	GroupRank	FeederPatternPercentPositive	MagnetPercentPositive	DistrictPercentPositive	CampusPercentPositiveF2018	CampusPercentPositiveS2018	CampusPercentPositiveF2017	CampusPercentPositiveS2017	CampusPercentPositiveF2016	CampusPercentPositiveS2016	CampusPercentPositiveF2015	CampusPercentPositiveS2015	CampusPercentPositiveF2014	CampusPercentPositiveS2014	CampusPercentPositiveF2013	CampusPercentPositiveS2013	CampusPercentPositiveF2012
52	057905052	PiedmontG.L.O.B.A.L.Academy	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	55	38.1818181818182	NULL	NULL	NULL	NULL	59.9576271186441	80.1507537688442	70.109756097561	38.7755102040816	47.4576271186441	54.3859649122807	45.6521739130435	47.1698113207547	42.8571428571429	48.2758620689655	48.4	48.3	52.1	23.7	49.1	49.1
52	057905052	PiedmontG.L.O.B.A.L.Academy	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	79	46.8354430379747	NULL	NULL	NULL	NULL	65.578231292517	83.448275862069	74.0124261716653	47.2222222222222	61.7283950617284	73.8636363636364	56.1643835616438	64.367816091954	44.3037974683544	54.0816326530612	61.1	69.5	62.3	32.6	58.8	57.5
52	057905052	PiedmontG.L.O.B.A.L.Academy	Instructioninthisschoolisfocusedonhelpingstudentsgetreadyforcollege.	62	58.0645161290323	NULL	NULL	NULL	NULL	75	95.4838709677419	80.806733039105	57.1428571428571	64.7058823529412	66.6666666666667	72.7272727272727	66.6666666666667	61.6666666666667	64.5161290322581	71.6	68.3	58.8	57.5	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	"It’sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	55	52.7272727272727	NULL	NULL	NULL	NULL	61.1464968152866	77.3869346733668	68.6950146627566	40.8163265306122	55.9322033898305	60.7142857142857	41.304347826087	41.5094339622642	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Itrusttheprincipalathisorherword.	55	43.6363636363636	NULL	NULL	NULL	NULL	63.5021097046413	78.5894206549118	71.2664714494876	40.8163265306122	57.6271186440678	73.2142857142857	36.9565217391304	49.0566037735849	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	55	50.9090909090909	NULL	NULL	NULL	NULL	70.6751054852321	79.5969773299748	73.5032313132545	42.8571428571429	47.4576271186441	46.4285714285714	52.1739130434783	49.0566037735849	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Iunderstandmyroleinimplementingtheschool'skeyactions.	80	66.25	NULL	NULL	NULL	NULL	84.6361185983828	92.2558922558923	89.0475111413249	72.6027397260274	87.9518072289157	85.3932584269663	77.027027027027	83.1460674157303	73.75	77	86.5	86.7	83.9	70.5	92.6	95.9
52	057905052	PiedmontG.L.O.B.A.L.Academy	Iusuallylookforwardtoworkingeachdayatthisschool.	79	51.8987341772152	NULL	NULL	NULL	NULL	70.8724832214765	88.0872483221476	76.4272699665958	54.7945205479452	62.6506024096386	73.5632183908046	56	63.6363636363636	43.2098765432099	54	66	65.9	54.8	34.9	61.7	57.5
52	057905052	PiedmontG.L.O.B.A.L.Academy	Iwouldrecommendthisschooltootherstoworkhere.	79	40.5063291139241	NULL	NULL	NULL	NULL	62.7688172043011	87.1021775544389	71.2270590019718	47.945205479452	51.8072289156626	64.367816091954	48	61.3636363636364	33.3333333333333	49	54.6	56.6	35.5	25.6	53.1	49.3
52	057905052	PiedmontG.L.O.B.A.L.Academy	Iwouldrecommendthisschooltoparentsseekingaplacefortheirchild.	79	30.379746835443	NULL	NULL	NULL	NULL	57.3924731182796	88.6097152428811	69.0331407722712	43.8356164383562	42.1686746987952	52.8735632183908	40	54.5454545454545	32.0987654320988	47.4747474747475	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Moraleatmyschoolhasimprovedthisyear.	79	24.0506329113924	NULL	NULL	NULL	NULL	51.278600269179	72.2689075630252	60.745247148289	42.4657534246575	49.3975903614458	66.6666666666667	40	52.8735632183908	22.2222222222222	37	56.3	59.3	24.2	7	30.9	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	MycampuscurrentlybasesitsactionsontheDallasISDStudentAchievementGoals.	77	64.9350649350649	NULL	NULL	NULL	NULL	79.9729364005413	93.3786078098472	85.6665400683631	65.2777777777778	76.5432098765432	84.0909090909091	73.3333333333333	76.7441860465116	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Mycampusleadershiphelpsmeimprovethequalityofmyinstruction.	55	38.1818181818182	NULL	NULL	NULL	NULL	59.3220338983051	80.4020100502513	69.5265912133382	38.7755102040816	47.4576271186441	63.1578947368421	58.695652173913	55.5555555555556	42.1052631578947	53.448275862069	57.8	63.3	60.4	31.6	58.2	60.4
52	057905052	PiedmontG.L.O.B.A.L.Academy	Mycampusleadershiphelpsmeunderstandrecentchangesintheschool’sfocus.	79	51.8987341772152	NULL	NULL	NULL	NULL	66.7574931880109	82.9015544041451	75.0345675218928	52.7777777777778	61.7283950617284	70.1149425287356	56.7567567567568	70.4545454545455	43.5897435897436	56.5656565656566	62.8	67.9	68.9	44.2	71.3	75.3
52	057905052	PiedmontG.L.O.B.A.L.Academy	Myschoolhasaneffectiveinstructionalleadershipteam.	55	36.3636363636364	NULL	NULL	NULL	NULL	59.2356687898089	78.391959798995	68.61216035092	40.8163265306122	50.8474576271186	61.4035087719298	47.8260869565217	45.2830188679245	28.5714285714286	42.1052631578947	60.3	62.7	37.5	26.3	50.9	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Myteamexperienceswithcolleaguesthisyearhelpedmeimproveinstruction.	55	50.9090909090909	NULL	NULL	NULL	NULL	71.1252653927813	80.2005012531328	77.4798927613941	40.8163265306122	66.1016949152542	59.6491228070175	50	64.1509433962264	52.6315789473684	46.551724137931	57.8	60	70.8	60.5	67.3	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	"Overall,mycampusisheadedintherightdirection."	79	40.5063291139241	NULL	NULL	NULL	NULL	66.17050067659	84.9152542372881	74.5636100312524	53.4246575342466	53.0120481927711	64.7058823529412	54.6666666666667	69.3181818181818	34.5679012345679	51	63.5	66.3	38.7	25.6	54.3	53.4
52	057905052	PiedmontG.L.O.B.A.L.Academy	"Overall,theDistrictisheadedintherightdirection.**"	79	40.5063291139241	NULL	NULL	NULL	NULL	70	78.920741989882	73.5135135135135	47.945205479452	49.3975903614458	52.3255813953488	58.6666666666667	65.1685393258427	50.6172839506173	57	50.5	45.7	35.5	14	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	PositiveCultureandEnvironment	NULL	34.1772151898734	2.80506329113924	1.58914824877305	1	57	58.9026358257127	81.6425932146456	68.1405310164652	46.1643835616438	49.3975903614458	60.5990783410138	45.260347129506	58.0204778156997	35.2709190672154	47.2222222222222	53	55.1	38.4	25.6	52.1	58.9
52	057905052	PiedmontG.L.O.B.A.L.Academy	Teacher-PrincipalTrust	NULL	47.012987012987	3.26233766233766	8.54402279187416	1	50	62.9797521909943	81.2095032397408	72.2094200621487	47.5218658892128	59.0243902439024	68.7022900763359	40.9937888198758	47.8378378378378	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Teachersatthisschoolacceptnothinglessfromstudentsthantheirfulleffort.	62	59.6774193548387	NULL	NULL	NULL	NULL	75.5027422303474	91.1637931034483	81.1948265243277	57.1428571428571	69.1176470588235	65.1515151515152	70.9090909090909	71.4285714285714	68.3333333333333	58.0645161290323	70.6	69.8	49	60	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Teachersatthisschooldonotletstudentsgiveupwhentheirclassworkbecomeschallenging.	62	61.2903225806452	NULL	NULL	NULL	NULL	78.2846715328467	93.304535637149	83.1052577425661	62.5	66.1764705882353	68.1818181818182	72.7272727272727	75.8064516129032	65	61.2903225806452	69.1	81	58.8	55	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Teachersatthisschoolgivestudentsfeedbacktohelpthemunderstandhowtoimprove.	62	72.5806451612903	NULL	NULL	NULL	NULL	85.5575868372943	94.1176470588235	88.8453608247423	80.3571428571429	83.5820895522388	83.3333333333333	80	87.3015873015873	81.6666666666667	78.6885245901639	80.9	82.3	84.3	77.5	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Teachersatthisschoolrespectthosecolleagueswhoareexpertsattheircraft.	55	69.0909090909091	NULL	NULL	NULL	NULL	82.5902335456476	90.3307888040712	84.2368742368742	59.1836734693878	69.4915254237288	68.4210526315789	71.1111111111111	78.8461538461538	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Teachersexpectmoststudentsinthisschooltogotocollege.	62	54.8387096774194	NULL	NULL	NULL	NULL	73.1397459165154	98.7068965517241	81.5665368054132	53.5714285714286	58.8235294117647	60.6060606060606	67.2727272727273	60.9375	61.6666666666667	61.2903225806452	60.3	57.1	37.3	37.5	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Teachersinthisschoolfeelthatitisapartoftheirjobtopreparestudentstosucceedincollege.	62	66.1290322580645	NULL	NULL	NULL	NULL	83.2727272727273	96.1206896551724	86.289825282631	66.0714285714286	77.9411764705882	69.6969696969697	81.4814814814815	75.8064516129032	70	72.5806451612903	79.4	76.2	72.5	72.5	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Teachersinthisschooltrusteachother	55	38.1818181818182	NULL	NULL	NULL	NULL	68.9873417721519	77.5818639798489	71.4755696356769	38.7755102040816	49.1525423728814	50.8771929824561	41.304347826087	44.4444444444444	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Teachersrespectotherteacherswhotaketheleadinschoolimprovementefforts.	54	59.2592592592593	NULL	NULL	NULL	NULL	77.5898520084567	86.8020304568528	80.8175716900549	53.0612244897959	67.7966101694915	51.7857142857143	67.3913043478261	71.6981132075472	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Teacher-TeacherTrust	NULL	54.337899543379	3.40740740740741	5.07302295118921	1	58	74.9471458773784	83.5547122074636	77.5043454395755	48.469387755102	58.4745762711864	54.4247787610619	57.9234972677596	60.8490566037736	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	"ThecampusIworkinisclean,safeandfreeofphysicalhazards."	79	30.379746835443	NULL	NULL	NULL	NULL	66.7563930013459	86.6779089376054	76.880413311047	47.945205479452	66.2650602409639	77.9069767441861	64	82.9545454545455	52.5	57.7319587628866	71.1	85.4	71	67.4	77.8	76.7
52	057905052	PiedmontG.L.O.B.A.L.Academy	TheinstructionalfeedbackIgethelpsmeimprovethequalityofmyinstruction.	55	34.5454545454545	NULL	NULL	NULL	NULL	61.5711252653928	78.894472361809	70.7937667397127	36.734693877551	50	54.3859649122807	60.8695652173913	61.5384615384615	47.3684210526316	60.3448275862069	60.3	58.3	60.4	36.8	58.2	52.8
52	057905052	PiedmontG.L.O.B.A.L.Academy	Thekeyactionsmyschoolisworkingonthisyeararefocusedonwhatisbestforstudents.	80	53.75	NULL	NULL	NULL	NULL	76.6129032258064	89.9665551839465	82.0049860240236	61.1111111111111	76.8292682926829	84.2696629213483	69.3333333333333	80	53.75	69	78.1	75.6	54.8	38.6	76.5	65.8
52	057905052	PiedmontG.L.O.B.A.L.Academy	ThePDsessionsatmyschoolthisyearhelpedmeimproveinstruction.	55	30.9090909090909	NULL	NULL	NULL	NULL	58.63539445629	70.9273182957394	64.1578370478626	34.6938775510204	47.4576271186441	61.4035087719298	36.9565217391304	48.0769230769231	42.1052631578947	55.1724137931034	46.9	46.7	52.1	34.2	38.2	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Theprincipalatthisschoolisaneffectivemanagerwhomakestheschoolrunsmoothly	55	34.5454545454545	NULL	NULL	NULL	NULL	55.6025369978858	79.5454545454545	69.1432068543452	42.8571428571429	53.448275862069	78.5714285714286	32.6086956521739	42.3076923076923	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Theprincipalhasconfidenceintheexpertiseoftheteachers.	55	43.6363636363636	NULL	NULL	NULL	NULL	64.3459915611814	84.9246231155779	74.9816939223822	40.8163265306122	62.0689655172414	63.1578947368421	43.4782608695652	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	55	49.0909090909091	NULL	NULL	NULL	NULL	63.6363636363636	81.8181818181818	72.2392075333252	48.9795918367347	56.8965517241379	60.7142857142857	43.4782608695652	45.2830188679245	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Theprincipalplacestheneedsofchildrenaheadofpersonalandpoliticalinterests.	55	61.8181818181818	NULL	NULL	NULL	NULL	67.7282377919321	82.3232323232323	75.5599069881287	65.3061224489796	69.4915254237288	76.7857142857143	45.6521739130435	51.9230769230769	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Theprincipaltakesapersonalinterestintheprofessionaldevelopmentofteachers.	55	43.6363636363636	NULL	NULL	NULL	NULL	64.9048625792812	83.8790931989925	73.5775335775336	53.0612244897959	57.6271186440678	67.8571428571429	43.4782608695652	54.7169811320755	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	TheStudentAchievementGoalswillleadtosuccess.	77	45.4545454545455	NULL	NULL	NULL	NULL	74.2547425474255	88.5860306643952	81.3822499619424	58.5714285714286	70	70.4545454545455	66.6666666666667	80	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	057905052	PiedmontG.L.O.B.A.L.Academy	Unrulystudentsarenotpermittedtodisruptthelearningenvironment.	79	25.3164556962025	NULL	NULL	NULL	NULL	49.1275167785235	78.8590604026846	60.3508505467801	38.3561643835616	37.3493975903614	46.5116279069767	33.3333333333333	48.8636363636364	27.1604938271605	41	40	47	14.5	9.3	33.3	42.5
53	057905053	J.L.LongMS	BeliefsandPriorities	NULL	82.7945776850886	4.27626918536009	61.763591138877	4	10	65.5878634639697	87.4681933842239	79.1883622819353	88.5685884691849	78.5299806576402	87.2318692543412	78.4412955465587	83.4685598377282	45.0091575091575	66.1582341269841	66.2	78	81.3	82.4	60	62.7
53	057905053	J.L.LongMS	College-GoingCulture	NULL	88.2246376811594	4.38586956521739	57.9018440322431	3	10	81.0628426824125	94.818279956819	83.6301979858875	88.5764499121265	76.5217391304348	86.0550458715596	72.140221402214	71.5063520871143	57.7160493827161	63.9351851851852	64.2	80.6	77.7	73.7	NULL	NULL
53	057905053	J.L.LongMS	CultureofFeedbackandSupport	NULL	77.2916666666667	4.02083333333333	59.6909236521805	4	10	54.066265060241	78.1589958158996	70.1126789158461	81.3492063492064	63.9839034205231	78.3333333333333	65.450643776824	69.937369519833	35.6209150326797	52.4875621890547	57.8	72.7	66.1	71.2	60.3	53.5
53	057905053	J.L.LongMS	Disciplineisenforcedconsistentlyandeffectivelyatmycampus.	119	64.7058823529412	NULL	NULL	NULL	NULL	44.7852760736196	74.8322147651007	59.8618281202551	80	61.5384615384615	72.1311475409836	58.0645161290323	70.1612903225807	17.9487179487179	49.4736842105263	31.1	54.5	53	42.4	21.7	26.7
53	057905053	J.L.LongMS	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	121	74.3801652892562	NULL	NULL	NULL	NULL	54.7094188376754	84.1402337228714	71.687608155895	80.1587301587302	75.3846153846154	80.4878048780488	71.7741935483871	70.9677419354839	34.2105263157895	49.4623655913978	58	65.6	69.9	74.6	40	46.7
53	057905053	J.L.LongMS	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	119	73.9495798319328	NULL	NULL	NULL	NULL	56.3265306122449	79.6638655462185	68.836891286181	79.3650793650794	67.4418604651163	76.2295081967213	62.6016260162602	70.7317073170732	41.025641025641	55.2083333333333	50	61.4	57.8	71.2	48.3	NULL
53	057905053	J.L.LongMS	IbelieveIworkinanenvironmentofsupportandrespect.	119	80.672268907563	NULL	NULL	NULL	NULL	58.0777096114519	84.8484848484848	72.5085388994307	87.3015873015873	73.0769230769231	82.7868852459016	77.4193548387097	78.2258064516129	41.025641025641	67.0212765957447	65.6	70.1	69.9	81.8	50	53.3
53	057905053	J.L.LongMS	"IfIwereofferedacomparablepositionwithsimilarpayandbenefitsatanotherdistrict,IwouldstaywithDallasISD."	119	72.2689075630252	NULL	NULL	NULL	NULL	53.8775510204082	75.4621848739496	65.5224787363305	75.3968253968254	65.3846153846154	70.4918032786885	70.9677419354839	62.6016260162602	44.8717948717949	54.7368421052632	52.2	52.3	62.7	57.6	43.3	NULL
53	057905053	J.L.LongMS	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	80	83.75	NULL	NULL	NULL	NULL	56.9277108433735	80.1507537688442	70.109756097561	80.9523809523809	71.0843373493976	78.75	63.1578947368421	73.75	43.1372549019608	53.7313432835821	53.1	73.4	69.4	72.9	59.5	52.6
53	057905053	J.L.LongMS	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	120	80	NULL	NULL	NULL	NULL	58.502024291498	83.448275862069	74.0124261716653	89.6	71.6535433070866	86.8852459016393	77.2357723577236	81.3008130081301	39.4736842105263	63.8297872340426	53.9	73.3	74.4	67.7	45.8	46.7
53	057905053	J.L.LongMS	Instructioninthisschoolisfocusedonhelpingstudentsgetreadyforcollege.	92	85.8695652173913	NULL	NULL	NULL	NULL	76.010101010101	95.4838709677419	80.806733039105	88.4210526315789	75	87.9120879120879	70.3296703296703	70.6521739130435	54.7169811320755	57.7464788732394	64.2	84.1	81.5	80.8	NULL	NULL
53	057905053	J.L.LongMS	"It’sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	79	81.0126582278481	NULL	NULL	NULL	NULL	50.4531722054381	77.3869346733668	68.6950146627566	86.7469879518072	74.6987951807229	86.4197530864197	76.6233766233766	75	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
53	057905053	J.L.LongMS	Itrusttheprincipalathisorherword.	79	86.0759493670886	NULL	NULL	NULL	NULL	56.797583081571	78.5894206549118	71.2664714494876	88.0952380952381	78.0487804878049	90	77.9220779220779	75	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
53	057905053	J.L.LongMS	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	79	78.4810126582278	NULL	NULL	NULL	NULL	66.8674698795181	79.5969773299748	73.5032313132545	80.9523809523809	68.6746987951807	85	67.5324675324675	79.746835443038	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
53	057905053	J.L.LongMS	Iunderstandmyroleinimplementingtheschool'skeyactions.	121	90.9090909090909	NULL	NULL	NULL	NULL	79.476861167002	92.2558922558923	89.0475111413249	92.8571428571429	88.4615384615385	92.6829268292683	87.2	91.1290322580645	58.974358974359	81.25	75.6	88.8	91.6	90.9	85	84
53	057905053	J.L.LongMS	Iusuallylookforwardtoworkingeachdayatthisschool.	119	83.1932773109244	NULL	NULL	NULL	NULL	66.9387755102041	88.0872483221476	76.4272699665958	90.4761904761905	81.3953488372093	86.0655737704918	79.8387096774193	85.4838709677419	52.5641025641026	69.7916666666667	67.4	76.1	83.1	80.3	58.3	50.7
53	057905053	J.L.LongMS	Iwouldrecommendthisschooltootherstoworkhere.	119	81.5126050420168	NULL	NULL	NULL	NULL	63.469387755102	87.1021775544389	71.2270590019718	84.8	76.9230769230769	88.5245901639344	80.6451612903226	85.4838709677419	53.8461538461538	74.7368421052632	65.6	80.7	77.1	80.3	46.7	42.7
53	057905053	J.L.LongMS	Iwouldrecommendthisschooltoparentsseekingaplacefortheirchild.	119	84.0336134453782	NULL	NULL	NULL	NULL	67.0756646216769	88.6097152428811	69.0331407722712	86.5079365079365	75.3846153846154	90.1639344262295	76.6129032258064	79.0322580645161	52.5641025641026	71.875	NULL	NULL	NULL	NULL	NULL	NULL
53	057905053	J.L.LongMS	Moraleatmyschoolhasimprovedthisyear.	118	68.6440677966102	NULL	NULL	NULL	NULL	45.5852156057495	72.2689075630252	60.745247148289	73.6	54.6153846153846	69.672131147541	63.7096774193548	77.8688524590164	24.3589743589744	43.75	38.9	46.6	85.5	75.8	28.3	NULL
53	057905053	J.L.LongMS	MycampuscurrentlybasesitsactionsontheDallasISDStudentAchievementGoals.	119	88.2352941176471	NULL	NULL	NULL	NULL	75.2032520325203	93.3786078098472	85.6665400683631	91.2698412698413	88.4615384615385	93.4426229508197	85.4838709677419	88.6178861788618	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
53	057905053	J.L.LongMS	Mycampusleadershiphelpsmeimprovethequalityofmyinstruction.	80	78.75	NULL	NULL	NULL	NULL	53.6144578313253	80.4020100502513	69.5265912133382	84.5238095238095	65.0602409638554	78.75	67.948717948718	71.25	31.3725490196078	46.2686567164179	54.7	68.8	64.5	75	57.1	56.1
53	057905053	J.L.LongMS	Mycampusleadershiphelpsmeunderstandrecentchangesintheschool’sfocus.	120	75	NULL	NULL	NULL	NULL	59.026369168357	82.9015544041451	75.0345675218928	85.6	68.9922480620155	80.327868852459	68.0327868852459	78.8617886178862	30.2631578947368	57.4468085106383	65.2	69.8	76.8	75.4	61	66.7
53	057905053	J.L.LongMS	Myschoolhasaneffectiveinstructionalleadershipteam.	80	75	NULL	NULL	NULL	NULL	52.1084337349398	78.391959798995	68.61216035092	82.1428571428571	62.6506024096386	75	64.1025641025641	67.5	17.6470588235294	52.3076923076923	54	78.1	71	77.1	52.4	NULL
53	057905053	J.L.LongMS	Myteamexperienceswithcolleaguesthisyearhelpedmeimproveinstruction.	80	85	NULL	NULL	NULL	NULL	65.0602409638554	80.2005012531328	77.4798927613941	88.0952380952381	69.8795180722892	87.5	79.4871794871795	77.5	62	74.6268656716418	75	76.6	69.4	72.9	71.4	NULL
53	057905053	J.L.LongMS	"Overall,mycampusisheadedintherightdirection."	119	78.1512605042017	NULL	NULL	NULL	NULL	59.3877551020408	84.9152542372881	74.5636100312524	88.8888888888889	72.8682170542636	86.8852459016393	76.4227642276423	83.8709677419355	37.1794871794872	63.1578947368421	62.2	81.6	89.2	87.9	50	52
53	057905053	J.L.LongMS	"Overall,theDistrictisheadedintherightdirection.**"	119	77.3109243697479	NULL	NULL	NULL	NULL	59.5092024539877	78.920741989882	73.5135135135135	81.7460317460317	64.3410852713178	74.3801652892562	71.5447154471545	72.5806451612903	55.1282051282051	54.1666666666667	47.8	42	54.2	54.5	NULL	NULL
53	057905053	J.L.LongMS	PositiveCultureandEnvironment	NULL	74.8316498316498	4.04407096171802	64.8144995446938	4	10	56.062154978532	81.6425932146456	68.1405310164652	81.6229116945107	69.1063174114021	79.8029556650246	70.2746365105008	75.6472491909385	39.7435897435898	57.7112268518518	52.9	62.9	68.3	66.7	43.3	46.9
53	057905053	J.L.LongMS	Teacher-PrincipalTrust	NULL	85.8695652173913	4.36497890295359	75.3233988093883	4	10	57.5129533678757	81.2095032397408	72.2094200621487	89.267461669506	77.2413793103448	90.0355871886121	78.0260707635009	78.7119856887299	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
53	057905053	J.L.LongMS	Teachersatthisschoolacceptnothinglessfromstudentsthantheirfulleffort.	92	83.695652173913	NULL	NULL	NULL	NULL	76.7676767676768	91.1637931034483	81.1948265243277	85.2631578947368	71.875	80.2197802197802	63.7362637362637	64.1304347826087	51.8518518518518	59.7222222222222	50.7	73.9	72.3	59.6	NULL	NULL
53	057905053	J.L.LongMS	Teachersatthisschooldonotletstudentsgiveupwhentheirclassworkbecomeschallenging.	92	85.8695652173913	NULL	NULL	NULL	NULL	80	93.304535637149	83.1052577425661	86.3157894736842	71.875	82.4175824175824	67.7777777777778	67.3913043478261	50	65.2777777777778	53.7	84.1	70.8	65.4	NULL	NULL
53	057905053	J.L.LongMS	Teachersatthisschoolgivestudentsfeedbacktohelpthemunderstandhowtoimprove.	92	91.304347826087	NULL	NULL	NULL	NULL	85.4961832061069	94.1176470588235	88.8453608247423	89.3617021276596	79.1666666666667	93.3333333333333	77.5280898876404	82.4175824175824	60.377358490566	68.0555555555556	71.6	78.3	84.6	75	NULL	NULL
53	057905053	J.L.LongMS	Teachersatthisschoolrespectthosecolleagueswhoareexpertsattheircraft.	79	89.873417721519	NULL	NULL	NULL	NULL	78.6144578313253	90.3307888040712	84.2368742368742	90.4761904761905	81.9277108433735	91.358024691358	85.5263157894737	86.25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
53	057905053	J.L.LongMS	Teachersexpectmoststudentsinthisschooltogotocollege.	92	91.304347826087	NULL	NULL	NULL	NULL	84.0909090909091	98.7068965517241	81.5665368054132	89.4736842105263	81.0526315789474	84.6153846153846	74.7252747252747	68.4782608695652	62.962962962963	60.5633802816901	70.1	81.2	73.8	78.8	NULL	NULL
53	057905053	J.L.LongMS	Teachersinthisschoolfeelthatitisapartoftheirjobtopreparestudentstosucceedincollege.	92	91.304347826087	NULL	NULL	NULL	NULL	84.0506329113924	96.1206896551724	86.289825282631	92.6315789473684	80.2083333333333	87.9120879120879	78.8888888888889	76.0869565217391	66.0377358490566	72.2222222222222	74.6	82.4	83.1	82.7	NULL	NULL
53	057905053	J.L.LongMS	Teachersinthisschooltrusteachother	79	81.0126582278481	NULL	NULL	NULL	NULL	62.9518072289157	77.5818639798489	71.4755696356769	79.7619047619048	65.0602409638554	79.0123456790123	68.8311688311688	67.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
53	057905053	J.L.LongMS	Teachersrespectotherteacherswhotaketheleadinschoolimprovementefforts.	78	83.3333333333333	NULL	NULL	NULL	NULL	71.6012084592145	86.8020304568528	80.8175716900549	89.2857142857143	74.6987951807229	86.25	74.025974025974	82.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
53	057905053	J.L.LongMS	Teacher-TeacherTrust	NULL	83.1746031746032	4.18589743589744	62.350292676014	4	12	70.0075357950264	83.5547122074636	77.5043454395755	85.1190476190476	72.5903614457831	85.4037267080745	73.9413680781759	78.9968652037618	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
53	057905053	J.L.LongMS	"ThecampusIworkinisclean,safeandfreeofphysicalhazards."	119	73.9495798319328	NULL	NULL	NULL	NULL	57.2597137014315	86.6779089376054	76.880413311047	80.9523809523809	80.7692307692308	85.9504132231405	79.6747967479675	83.0645161290323	65.3846153846154	66.6666666666667	75.6	78.2	79.5	77.3	53.3	56
53	057905053	J.L.LongMS	TheinstructionalfeedbackIgethelpsmeimprovethequalityofmyinstruction.	80	78.75	NULL	NULL	NULL	NULL	51.2048192771084	78.894472361809	70.7937667397127	79.7619047619048	63.4146341463415	78.75	62.8205128205128	70	29.4117647058824	46.2686567164179	57.8	68.8	59.7	77.1	64.3	50.9
